text,label,Word Count,Sentence Count,tokens,text_length
छिछिछिछि यसतो नालायक लाई पनि के लयाएकाे हाेला यार हेरने लाई पनि दिकक खै ७० कराेड कता गयाे याे ले पनि के माधवकुमार शीत दाजन मिलछ ऋषि सरले पनि यसतो लाई लयाएर अाफनाे खुटटामा अाफै बनचरो हानदै हुनुहुनछ है,Positive,39,1,"['छिछिछिछि', 'यसतो', 'नालायक', 'लयाएकाे', 'हाेला', 'यार', 'हेरने', 'दिकक', 'खै', '७०', 'कराेड', 'कता', 'गयाे', 'याे', 'माधवकुमार', 'शीत', 'दाजन', 'मिलछ', 'ऋषि', 'सरले', 'यसतो', 'लयाएर', 'अाफनाे', 'खुटटामा', 'अाफै', 'बनचरो', 'हानदै', 'हुनुहुनछ']",199
गोकुल को राज निति चहि कता,Positive,6,1,"['गोकुल', 'राज', 'निति', 'चहि', 'कता']",25
70 करोडको चुरीफुरी यतरो,Positive,4,1,"['70', 'करोडको', 'चुरीफुरी', 'यतरो']",23
सब थोक गाली गरछन अहीले भोली आनदरा जोडछन मुलाहरु,Positive,9,1,"['सब', 'थोक', 'गाली', 'गरछन', 'अहीले', 'भोली', 'आनदरा', 'जोडछन', 'मुलाहरु']",47
गोकुल बा ले आज चाहि यो हावा धमला को सातो खायो,Positive,11,1,"['गोकुल', 'बा', 'चाहि', 'हावा', 'धमला', 'सातो', 'खायो']",45
गोकुलेको परयायवाची सततरी करोड,Neutral,4,1,"['गोकुलेको', 'परयायवाची', 'सततरी', 'करोड']",29
मानछे कोलयापस गदिनु परो,Negative,4,1,"['मानछे', 'कोलयापस', 'गदिनु', 'परो']",23
यो गाउँको ठिटटो म,Neutral,4,1,"['गाउँको', 'ठिटटो']",17
दलाल भगाउ देश बचाउ,Negative,4,1,"['दलाल', 'भगाउ', 'देश', 'बचाउ']",18
70करोड त बाहिर आयो अझ यिनले कति खायो होला,Neutral,9,1,"['70करोड', 'बाहिर', 'आयो', 'अझ', 'यिनले', 'कति', 'खायो']",41
यो नालायक ७० करोड कता बाट आयो,Negative,7,1,"['नालायक', '७०', 'करोड', 'कता', 'आयो']",29
यो भतुवा 70 करोडलाई किन बेला बेला मा बोलाउछन मिडिया मा,Negative,11,1,"['भतुवा', '70', 'करोडलाई', 'बेला', 'बेला', 'बोलाउछन', 'मिडिया']",54
सहि कुरा,Negative,2,1,['सहि'],8
मलाई पनि चाईयो बोरा बोरा पैसा,Neutral,6,1,"['मलाई', 'चाईयो', 'बोरा', 'बोरा', 'पैसा']",29
ए मा ले को चुनाव चिननह गोकुल बासकोटा,Neutral,8,1,"['ए', 'चुनाव', 'चिननह', 'गोकुल', 'बासकोटा']",36
70 करोडले ठुलो ठुलो कुरो गरदै छ त,Neutral,8,1,"['70', 'करोडले', 'ठुलो', 'ठुलो', 'कुरो', 'गरदै']",33
चोरै हो,Negative,2,1,['चोरै'],7
भरषट चारिका खलक हरु कति चुनाब चुनाब भनेको हो,Negative,9,1,"['भरषट', 'चारिका', 'खलक', 'कति', 'चुनाब', 'चुनाब', 'भनेको']",44
डलर सनचितित 70 मा भा छ,Neutral,6,1,"['डलर', 'सनचितित', '70', 'भा']",22
हेरौला रे कमेदी चयामपियन को जज मनोज सर ले यो सुनेर कमेनट गरनु भोकरोड 70 करोड तयस पछि मेरो जो चोर उसैको ठुलो सोरइनि भनदा ठुलो चोर को होला लाज सरम भनने छैन अझ ठुलो कुरा गरछ जनताले मलाइ के भनछन भनने पनि नहुनेचुनाब जितने रे थु,Neutral,47,1,"['हेरौला', 'रे', 'कमेदी', 'चयामपियन', 'जज', 'मनोज', 'सर', 'सुनेर', 'कमेनट', 'भोकरोड', '70', 'करोड', 'तयस', 'पछि', 'मेरो', 'जो', 'चोर', 'उसैको', 'ठुलो', 'सोरइनि', 'भनदा', 'ठुलो', 'चोर', 'लाज', 'सरम', 'अझ', 'ठुलो', 'गरछ', 'जनताले', 'मलाइ', 'भनछन', 'नहुनेचुनाब', 'जितने', 'रे', 'थु']",222
सवदेशी बिदेसी छदमबेसी न सकिने भयो कडा,Neutral,7,1,"['सवदेशी', 'बिदेसी', 'छदमबेसी', 'सकिने', 'कडा']",37
70 carod खाएर ठूलो कुरा गरछ,Neutral,6,1,"['70', 'carod', 'खाएर', 'ठूलो', 'गरछ']",27
भरषटाचारि डाका,Negative,2,1,"['भरषटाचारि', 'डाका']",14
70 करोड डाका काई को,Negative,5,1,"['70', 'करोड', 'डाका', 'काई']",19
नककली टेप,Neutral,2,1,"['नककली', 'टेप']",9
जो चोर उसैको ठुलो सोर चुतिया ७० करोड,Negative,8,1,"['जो', 'चोर', 'उसैको', 'ठुलो', 'सोर', 'चुतिया', '७०', 'करोड']",36
बोलन चै निडर नेता हो गोकुल बासकोटा जयु,Neutral,8,1,"['बोलन', 'चै', 'निडर', 'नेता', 'गोकुल', 'बासकोटा', 'जयु']",38
फेरि यसको बरवरोट सुरु भयो,Negative,5,1,"['बरवरोट', 'सुरु']",25
